date,addresses_nonzero_balance
2015-03-12,4330849.0
2015-03-13,4329202.0
2015-03-14,4349854.0
2015-03-15,4362319.0
2015-03-16,4363381.0
2015-03-17,4373874.0
2015-03-18,4359438.0
2015-03-19,4329802.0
2015-03-20,4338849.0
2015-03-21,4358709.0
2015-03-22,4364202.0
2015-03-23,4374516.0
2015-03-24,4378390.0
2015-03-25,4386746.0
2015-03-26,4389547.0
2015-03-27,4397315.0
2015-03-28,4413973.0
2015-03-29,4415367.0
2015-03-30,4413305.0
2015-03-31,4423568.0
2015-04-01,4429225.0
2015-04-02,4434043.0
2015-04-03,4437594.0
2015-04-04,4456706.0
2015-04-05,4456176.0
2015-04-06,4456440.0
2015-04-07,4460659.0
2015-04-08,4468100.0
2015-04-09,4473440.0
2015-04-10,4482222.0
2015-04-11,4502038.0
2015-04-12,4513931.0
2015-04-13,4508117.0
2015-04-14,4510278.0
2015-04-15,4515288.0
2015-04-16,4525425.0
2015-04-17,4532329.0
2015-04-18,4551661.0
2015-04-19,4550488.0
2015-04-20,4557092.0
2015-04-21,4559714.0
2015-04-22,4566656.0
2015-04-23,4571721.0
2015-04-24,4562354.0
2015-04-25,4586503.0
2015-04-26,4586312.0
2015-04-27,4594327.0
2015-04-28,4593878.0
2015-04-29,4599298.0
2015-04-30,4604552.0
2015-05-01,4611772.0
2015-05-02,4636645.0
2015-05-03,4647654.0
2015-05-04,4645243.0
2015-05-05,4649002.0
2015-05-06,4650766.0
2015-05-07,4659388.0
2015-05-08,4685452.0
2015-05-09,4684983.0
2015-05-10,4675360.0
2015-05-11,4678464.0
2015-05-12,4673701.0
2015-05-13,4683948.0
2015-05-14,4690003.0
2015-05-15,4697781.0
2015-05-16,4716238.0
2015-05-17,4714693.0
2015-05-18,4724212.0
2015-05-19,4728829.0
2015-05-20,4734929.0
2015-05-21,4741978.0
2015-05-22,4747071.0
2015-05-23,4753153.0
2015-05-24,4764605.0
2015-05-25,4768771.0
2015-05-26,4771823.0
2015-05-27,4773521.0
2015-05-28,4779538.0
2015-05-29,4796604.0
2015-05-30,4815114.0
2015-05-31,4825171.0
2015-06-01,4828859.0
2015-06-02,4827672.0
2015-06-03,4833775.0
2015-06-04,4836296.0
2015-06-05,4840863.0
2015-06-06,4856960.0
2015-06-07,4860333.0
2015-06-08,4867874.0
2015-06-09,4874302.0
2015-06-10,4856902.0
2015-06-11,4858576.0
2015-06-12,4867659.0
2015-06-13,4872408.0
2015-06-14,4879102.0
2015-06-15,4887260.0
2015-06-16,4894455.0
2015-06-17,4885222.0
2015-06-18,4883902.0
2015-06-19,4906929.0
2015-06-20,4921450.0
2015-06-21,4924190.0
2015-06-22,4932398.0
2015-06-23,4939117.0
2015-06-24,4946389.0
2015-06-25,4948342.0
2015-06-26,4954700.0
2015-06-27,4965585.0
2015-06-28,4975815.0
2015-06-29,4977971.0
2015-06-30,4980644.0
2015-07-01,4986892.0
2015-07-02,4996296.0
2015-07-03,5000181.0
2015-07-04,5010179.0
2015-07-05,5022596.0
2015-07-06,5030473.0
2015-07-07,5047000.0
2015-07-08,5064223.0
2015-07-09,5066951.0
2015-07-10,5064973.0
2015-07-11,5078433.0
2015-07-12,5085192.0
2015-07-13,5089525.0
2015-07-14,5087592.0
2015-07-15,5096820.0
2015-07-16,5097911.0
2015-07-17,5099206.0
2015-07-18,5108291.0
2015-07-19,5121119.0
2015-07-20,5129223.0
2015-07-21,5145180.0
2015-07-22,5158290.0
2015-07-23,5160323.0
2015-07-24,5162259.0
2015-07-25,5165523.0
2015-07-26,5181980.0
2015-07-27,5190845.0
2015-07-28,5192674.0
2015-07-29,5197433.0
2015-07-30,5205157.0
2015-07-31,5207247.0
2015-08-01,5211278.0
2015-08-02,5225301.0
2015-08-03,5226081.0
2015-08-04,5244644.0
2015-08-05,5244206.0
2015-08-06,5247839.0
2015-08-07,5248362.0
2015-08-08,5263517.0
2015-08-09,5267807.0
2015-08-10,5266499.0
2015-08-11,5269891.0
2015-08-12,5280516.0
2015-08-13,5286484.0
2015-08-14,5295464.0
2015-08-15,5307041.0
2015-08-16,5317054.0
2015-08-17,5323284.0
2015-08-18,5326029.0
2015-08-19,5332959.0
2015-08-20,5337530.0
2015-08-21,5345395.0
2015-08-22,5361571.0
2015-08-23,5375176.0
2015-08-24,5374433.0
2015-08-25,5384677.0
2015-08-26,5394493.0
2015-08-27,5411029.0
2015-08-28,5416968.0
2015-08-29,5430799.0
2015-08-30,5446020.0
2015-08-31,5444493.0
2015-09-01,5448617.0
2015-09-02,5456348.0
2015-09-03,5461447.0
2015-09-04,5470410.0
2015-09-05,5490598.0
2015-09-06,5503836.0
2015-09-07,5526635.0
2015-09-08,5547381.0
2015-09-09,5570182.0
2015-09-10,5585609.0
2015-09-11,5632865.0
2015-09-12,5652334.0
2015-09-13,5669476.0
2015-09-14,5669362.0
2015-09-15,5674978.0
2015-09-16,5680745.0
2015-09-17,5698565.0
2015-09-18,5704063.0
2015-09-19,5707323.0
2015-09-20,5757975.0
2015-09-21,5795587.0
2015-09-22,5837776.0
2015-09-23,5847214.0
2015-09-24,5854192.0
2015-09-25,5857432.0
2015-09-26,5846455.0
2015-09-27,5833941.0
2015-09-28,5830756.0
2015-09-29,5803334.0
2015-09-30,5801636.0
2015-10-01,5809912.0
2015-10-02,5806174.0
2015-10-03,5813574.0
2015-10-04,5839615.0
2015-10-05,5841295.0
2015-10-06,5827919.0
2015-10-07,5835224.0
2015-10-08,5844191.0
2015-10-09,5851500.0
2015-10-10,5875902.0
2015-10-11,5890419.0
2015-10-12,5883056.0
2015-10-13,5882655.0
2015-10-14,5886341.0
2015-10-15,5892246.0
2015-10-16,5894517.0
2015-10-17,5902283.0
2015-10-18,5909822.0
2015-10-19,5905518.0
2015-10-20,5888350.0
2015-10-21,5892858.0
2015-10-22,5904874.0
2015-10-23,5883495.0
2015-10-24,5907876.0
2015-10-25,5896111.0
2015-10-26,5845940.0
2015-10-27,5868967.0
2015-10-28,5881070.0
2015-10-29,5862192.0
2015-10-30,5868543.0
2015-10-31,5892536.0
2015-11-01,5902872.0
2015-11-02,5886307.0
2015-11-03,5911886.0
2015-11-04,5918281.0
2015-11-05,5920167.0
2015-11-06,5938695.0
2015-11-07,5956850.0
2015-11-08,5988935.0
2015-11-09,5972651.0
2015-11-10,5969914.0
2015-11-11,5977983.0
2015-11-12,5996556.0
2015-11-13,6017639.0
2015-11-14,6053751.0
2015-11-15,6061498.0
2015-11-16,6046158.0
2015-11-17,6049378.0
2015-11-18,6055260.0
2015-11-19,6066944.0
2015-11-20,6079804.0
2015-11-21,6090812.0
2015-11-22,6113751.0
2015-11-23,6118408.0
2015-11-24,6138017.0
2015-11-25,6139580.0
2015-11-26,6138704.0
2015-11-27,6147940.0
2015-11-28,6185429.0
2015-11-29,6176941.0
2015-11-30,6179375.0
2015-12-01,6196097.0
2015-12-02,6215466.0
2015-12-03,6211581.0
2015-12-04,6218440.0
2015-12-05,6249869.0
2015-12-06,6278138.0
2015-12-07,6263799.0
2015-12-08,6280787.0
2015-12-09,6287074.0
2015-12-10,6308011.0
2015-12-11,6350837.0
2015-12-12,6387963.0
2015-12-13,6422323.0
2015-12-14,6401648.0
2015-12-15,6437542.0
2015-12-16,6450005.0
2015-12-17,6472123.0
2015-12-18,6492212.0
2015-12-19,6548584.0
2015-12-20,6585504.0
2015-12-21,6595910.0
2015-12-22,6627527.0
2015-12-23,6643914.0
2015-12-24,6674842.0
2015-12-25,6713106.0
2015-12-26,6740021.0
2015-12-27,6755875.0
2015-12-28,6770435.0
2015-12-29,6768386.0
2015-12-30,6800784.0
2015-12-31,6796548.0
2016-01-01,6813666.0
2016-01-02,6798517.0
2016-01-03,6817426.0
2016-01-04,6825803.0
2016-01-05,6833651.0
2016-01-06,6843666.0
2016-01-07,6867537.0
2016-01-08,6865116.0
2016-01-09,6887950.0
2016-01-10,6911043.0
2016-01-11,6918761.0
2016-01-12,6939931.0
2016-01-13,6942082.0
2016-01-14,6950428.0
2016-01-15,6962465.0
2016-01-16,6965694.0
2016-01-17,6991150.0
2016-01-18,6991019.0
2016-01-19,6994557.0
2016-01-20,6911015.0
2016-01-21,6912855.0
2016-01-22,6892511.0
2016-01-23,6907112.0
2016-01-24,6941839.0
2016-01-25,6945371.0
2016-01-26,6958158.0
2016-01-27,6964260.0
2016-01-28,6964908.0
2016-01-29,6934687.0
2016-01-30,6941096.0
2016-01-31,6957647.0
2016-02-01,6868485.0
2016-02-02,6772887.0
2016-02-03,6684545.0
2016-02-04,6716049.0
2016-02-05,6729751.0
2016-02-06,6767357.0
2016-02-07,6829017.0
2016-02-08,6848508.0
2016-02-09,6857227.0
2016-02-10,6871133.0
2016-02-11,6901765.0
2016-02-12,6939069.0
2016-02-13,6971125.0
2016-02-14,7000995.0
2016-02-15,7024579.0
2016-02-16,7052507.0
2016-02-17,7081992.0
2016-02-18,7119588.0
2016-02-19,7122594.0
2016-02-20,7149697.0
2016-02-21,7174524.0
2016-02-22,7230472.0
2016-02-23,7243327.0
2016-02-24,7258940.0
2016-02-25,7257196.0
2016-02-26,7271823.0
2016-02-27,7283215.0
2016-02-28,7352122.0
2016-02-29,7390618.0
2016-03-01,7429843.0
2016-03-02,7439656.0
2016-03-03,7446063.0
2016-03-04,7393053.0
2016-03-05,7377325.0
2016-03-06,7387480.0
2016-03-07,7397330.0
2016-03-08,7408835.0
2016-03-09,7331331.0
2016-03-10,7356684.0
2016-03-11,7379935.0
2016-03-12,7404265.0
2016-03-13,7422243.0
2016-03-14,7439087.0
2016-03-15,7460820.0
2016-03-16,7484001.0
2016-03-17,7504862.0
2016-03-18,7527109.0
2016-03-19,7559915.0
2016-03-20,7586320.0
2016-03-21,7594479.0
2016-03-22,7622432.0
2016-03-23,7651206.0
2016-03-24,7657889.0
2016-03-25,7681505.0
2016-03-26,7629200.0
2016-03-27,7631687.0
2016-03-28,7560515.0
2016-03-29,7381748.0
2016-03-30,7344340.0
2016-03-31,7357271.0
2016-04-01,7341282.0
2016-04-02,7314200.0
2016-04-03,7318806.0
2016-04-04,7334663.0
2016-04-05,7346501.0
2016-04-06,7369759.0
2016-04-07,7400955.0
2016-04-08,7428300.0
2016-04-09,7455058.0
2016-04-10,7509063.0
2016-04-11,7526720.0
2016-04-12,7549703.0
2016-04-13,7550074.0
2016-04-14,7559262.0
2016-04-15,7587254.0
2016-04-16,7602467.0
2016-04-17,7617934.0
2016-04-18,7636826.0
2016-04-19,7657758.0
2016-04-20,7661631.0
2016-04-21,7689356.0
2016-04-22,7702459.0
2016-04-23,7735481.0
2016-04-24,7754376.0
2016-04-25,7772369.0
2016-04-26,7793207.0
2016-04-27,7809100.0
2016-04-28,7826118.0
2016-04-29,7844053.0
2016-04-30,7862747.0
2016-05-01,7892042.0
2016-05-02,7905192.0
2016-05-03,7918672.0
2016-05-04,7919947.0
2016-05-05,7932031.0
2016-05-06,7948544.0
2016-05-07,7961858.0
2016-05-08,7980473.0
2016-05-09,8005224.0
2016-05-10,8025286.0
2016-05-11,8039872.0
2016-05-12,8059825.0
2016-05-13,8082812.0
2016-05-14,8095114.0
2016-05-15,8112849.0
2016-05-16,8154627.0
2016-05-17,8178471.0
2016-05-18,8199258.0
2016-05-19,8219716.0
2016-05-20,8233972.0
2016-05-21,8204122.0
2016-05-22,8190258.0
2016-05-23,8217693.0
2016-05-24,8228547.0
2016-05-25,8240114.0
2016-05-26,8261904.0
2016-05-27,8259655.0
2016-05-28,8264388.0
2016-05-29,8283964.0
2016-05-30,8269074.0
2016-05-31,8294247.0
2016-06-01,8316520.0
2016-06-02,8338275.0
2016-06-03,8361551.0
2016-06-04,8391141.0
2016-06-05,8413993.0
2016-06-06,8434992.0
2016-06-07,8473994.0
2016-06-08,8505768.0
2016-06-09,8538799.0
2016-06-10,8559455.0
2016-06-11,8583233.0
2016-06-12,8591853.0
2016-06-13,8595565.0
2016-06-14,8625301.0
2016-06-15,8636220.0
2016-06-16,8674091.0
2016-06-17,8681884.0
2016-06-18,8671461.0
2016-06-19,8682634.0
2016-06-20,8729512.0
2016-06-21,8737585.0
2016-06-22,8734741.0
2016-06-23,8760958.0
2016-06-24,8787395.0
2016-06-25,8781941.0
2016-06-26,8774804.0
2016-06-27,8788765.0
2016-06-28,8802344.0
2016-06-29,8823850.0
2016-06-30,8844812.0
2016-07-01,8840857.0
2016-07-02,8849467.0
2016-07-03,8884843.0
2016-07-04,8909885.0
2016-07-05,8916538.0
2016-07-06,8942204.0
2016-07-07,8959721.0
2016-07-08,8977771.0
2016-07-09,9010575.0
2016-07-10,9040632.0
2016-07-11,9059445.0
2016-07-12,9084263.0
2016-07-13,9117140.0
2016-07-14,9121061.0
2016-07-15,9146835.0
2016-07-16,9150363.0
2016-07-17,9152422.0
2016-07-18,9164670.0
2016-07-19,9181948.0
2016-07-20,9199264.0
2016-07-21,9222768.0
2016-07-22,9243538.0
2016-07-23,9240097.0
2016-07-24,9259594.0
2016-07-25,9272202.0
2016-07-26,9299040.0
2016-07-27,9310808.0
2016-07-28,9322034.0
2016-07-29,9326904.0
2016-07-30,9364301.0
2016-07-31,9328875.0
2016-08-01,9339349.0
2016-08-02,9349139.0
2016-08-03,9366320.0
2016-08-04,9379852.0
2016-08-05,9404716.0
2016-08-06,9434471.0
2016-08-07,9434082.0
2016-08-08,9442203.0
2016-08-09,9478792.0
2016-08-10,9491061.0
2016-08-11,9506091.0
2016-08-12,9524460.0
2016-08-13,9571703.0
2016-08-14,9603605.0
2016-08-15,9575629.0
2016-08-16,9594970.0
2016-08-17,9608792.0
2016-08-18,9610621.0
2016-08-19,9629211.0
2016-08-20,9669078.0
2016-08-21,9700121.0
2016-08-22,9708808.0
2016-08-23,9720970.0
2016-08-24,9749152.0
2016-08-25,9784562.0
2016-08-26,9808979.0
2016-08-27,9835899.0
2016-08-28,9847924.0
2016-08-29,9839270.0
2016-08-30,9852577.0
2016-08-31,9862606.0
2016-09-01,9877856.0
2016-09-02,9905711.0
2016-09-03,9921470.0
2016-09-04,9945590.0
2016-09-05,9960917.0
2016-09-06,9985622.0
2016-09-07,9993188.0
2016-09-08,10020063.0
2016-09-09,10032547.0
2016-09-10,10060945.0
2016-09-11,10107515.0
2016-09-12,10116913.0
2016-09-13,10118403.0
2016-09-14,10140152.0
2016-09-15,10171102.0
2016-09-16,10195419.0
2016-09-17,10214005.0
2016-09-18,10231154.0
2016-09-19,10254519.0
2016-09-20,10287654.0
2016-09-21,10318802.0
2016-09-22,10342618.0
2016-09-23,10375087.0
2016-09-24,10396105.0
2016-09-25,10429852.0
2016-09-26,10447250.0
2016-09-27,10461422.0
2016-09-28,10483950.0
2016-09-29,10510705.0
2016-09-30,10538853.0
2016-10-01,10566096.0
2016-10-02,10589606.0
2016-10-03,10603398.0
2016-10-04,10638370.0
2016-10-05,10664979.0
2016-10-06,10698130.0
2016-10-07,10737348.0
2016-10-08,10776078.0
2016-10-09,10811878.0
2016-10-10,10839775.0
2016-10-11,10849123.0
2016-10-12,10855875.0
2016-10-13,10835371.0
2016-10-14,10867220.0
2016-10-15,10888004.0
2016-10-16,10908908.0
2016-10-17,10926511.0
2016-10-18,10941719.0
2016-10-19,10955799.0
2016-10-20,10965525.0
2016-10-21,10991950.0
2016-10-22,10996108.0
2016-10-23,10983636.0
2016-10-24,10969408.0
2016-10-25,10959607.0
2016-10-26,10936983.0
2016-10-27,10951401.0
2016-10-28,10987295.0
2016-10-29,11022747.0
2016-10-30,11047601.0
2016-10-31,11079194.0
2016-11-01,11067142.0
2016-11-02,11100853.0
2016-11-03,11140619.0
2016-11-04,11183205.0
2016-11-05,11230366.0
2016-11-06,11269029.0
2016-11-07,11302752.0
2016-11-08,11336251.0
2016-11-09,11357590.0
2016-11-10,11395166.0
2016-11-11,11436890.0
2016-11-12,11475055.0
2016-11-13,11509843.0
2016-11-14,11539337.0
2016-11-15,11583203.0
2016-11-16,11620121.0
2016-11-17,11652911.0
2016-11-18,11699317.0
2016-11-19,11753723.0
2016-11-20,11790995.0
2016-11-21,11851538.0
2016-11-22,11910721.0
2016-11-23,11922776.0
2016-11-24,11944921.0
2016-11-25,11974359.0
2016-11-26,11985852.0
2016-11-27,12005668.0
2016-11-28,12019975.0
2016-11-29,12044496.0
2016-11-30,12092068.0
2016-12-01,12061624.0
2016-12-02,12133095.0
2016-12-03,12136330.0
2016-12-04,12095594.0
2016-12-05,12125064.0
2016-12-06,12172519.0
2016-12-07,12174066.0
2016-12-08,12197031.0
2016-12-09,12227430.0
2016-12-10,12250053.0
2016-12-11,12279321.0
2016-12-12,12310521.0
2016-12-13,12338376.0
2016-12-14,12395253.0
2016-12-15,12441831.0
2016-12-16,12477584.0
2016-12-17,12521870.0
2016-12-18,12525800.0
2016-12-19,12551149.0
2016-12-20,12586842.0
2016-12-21,12607796.0
2016-12-22,12633056.0
2016-12-23,12673785.0
2016-12-24,12689386.0
2016-12-25,12701945.0
2016-12-26,12721025.0
2016-12-27,12758265.0
2016-12-28,12796619.0
2016-12-29,12836335.0
2016-12-30,12862294.0
2016-12-31,12902609.0
2017-01-01,12923387.0
2017-01-02,12927591.0
2017-01-03,12973282.0
2017-01-04,13017467.0
2017-01-05,13044707.0
2017-01-06,13098525.0
2017-01-07,13128088.0
2017-01-08,13138670.0
2017-01-09,13180415.0
2017-01-10,13213240.0
2017-01-11,13244471.0
2017-01-12,13276180.0
2017-01-13,13331086.0
2017-01-14,13347488.0
2017-01-15,13362799.0
2017-01-16,13373329.0
2017-01-17,13399487.0
2017-01-18,13438697.0
2017-01-19,13451452.0
2017-01-20,13488328.0
2017-01-21,13503962.0
2017-01-22,13519358.0
2017-01-23,13492288.0
2017-01-24,13486898.0
2017-01-25,13490286.0
2017-01-26,13472227.0
2017-01-27,13451626.0
2017-01-28,13456947.0
2017-01-29,13437063.0
2017-01-30,13429858.0
2017-01-31,13472358.0
2017-02-01,13494061.0
2017-02-02,13489414.0
2017-02-03,13559570.0
2017-02-04,13583870.0
2017-02-05,13592910.0
2017-02-06,13570630.0
2017-02-07,13625307.0
2017-02-08,13663157.0
2017-02-09,13689633.0
2017-02-10,13718742.0
2017-02-11,13732428.0
2017-02-12,13734070.0
2017-02-13,13746878.0
2017-02-14,13792403.0
2017-02-15,13837671.0
2017-02-16,13827692.0
2017-02-17,13881415.0
2017-02-18,13890247.0
2017-02-19,13914395.0
2017-02-20,13932658.0
2017-02-21,13954837.0
2017-02-22,13994070.0
2017-02-23,14049351.0
2017-02-24,14087867.0
2017-02-25,14106144.0
2017-02-26,14076932.0
2017-02-27,14108172.0
2017-02-28,14154579.0
2017-03-01,14199865.0
2017-03-02,14235849.0
2017-03-03,14299948.0
2017-03-04,14337012.0
2017-03-05,14354946.0
2017-03-06,14404831.0
2017-03-07,14445677.0
2017-03-08,14465892.0
2017-03-09,14496603.0
2017-03-10,14507559.0
2017-03-11,14514350.0
2017-03-12,14497508.0
2017-03-13,14507306.0
2017-03-14,14520595.0
2017-03-15,14551505.0
2017-03-16,14609663.0
2017-03-17,14612715.0
2017-03-18,14615067.0
2017-03-19,14631562.0
2017-03-20,14677362.0
2017-03-21,14716237.0
2017-03-22,14724592.0
2017-03-23,14755411.0
2017-03-24,14759379.0
2017-03-25,14808762.0
2017-03-26,14848349.0
2017-03-27,14873111.0
2017-03-28,14890414.0
2017-03-29,14941009.0
2017-03-30,14944195.0
2017-03-31,14978858.0
2017-04-01,15011945.0
2017-04-02,15030218.0
2017-04-03,15053852.0
2017-04-04,15098179.0
2017-04-05,15129968.0
2017-04-06,15159852.0
2017-04-07,15162572.0
2017-04-08,15204523.0
2017-04-09,15205737.0
2017-04-10,15268251.0
2017-04-11,15299531.0
2017-04-12,15356654.0
2017-04-13,15365611.0
2017-04-14,15423208.0
2017-04-15,15451289.0
2017-04-16,15442711.0
2017-04-17,15486449.0
2017-04-18,15538748.0
2017-04-19,15593131.0
2017-04-20,15587600.0
2017-04-21,15622362.0
2017-04-22,15663681.0
2017-04-23,15687415.0
2017-04-24,15697410.0
2017-04-25,15755559.0
2017-04-26,15823489.0
2017-04-27,15856439.0
2017-04-28,15931393.0
2017-04-29,15963312.0
2017-04-30,15954770.0
2017-05-01,15994333.0
2017-05-02,16040709.0
2017-05-03,16106451.0
2017-05-04,16177865.0
2017-05-05,16229253.0
2017-05-06,16291954.0
2017-05-07,16294905.0
2017-05-08,16345184.0
2017-05-09,16400858.0
2017-05-10,16457303.0
2017-05-11,16530218.0
2017-05-12,16599389.0
2017-05-13,16651928.0
2017-05-14,16716848.0
2017-05-15,16755358.0
2017-05-16,16724786.0
2017-05-17,16756993.0
2017-05-18,16772731.0
2017-05-19,16803250.0
2017-05-20,16844530.0
2017-05-21,16903025.0
2017-05-22,16977052.0
2017-05-23,17043501.0
2017-05-24,17121962.0
2017-05-25,17201418.0
2017-05-26,17286488.0
2017-05-27,17309063.0
2017-05-28,17279605.0
2017-05-29,17339845.0
2017-05-30,17391569.0
2017-05-31,17440081.0
2017-06-01,17466952.0
2017-06-02,17486347.0
2017-06-03,17435834.0
2017-06-04,17448322.0
2017-06-05,17463683.0
2017-06-06,17524914.0
2017-06-07,17557484.0
2017-06-08,17573268.0
2017-06-09,17600929.0
2017-06-10,17623722.0
2017-06-11,17611665.0
2017-06-12,17642995.0
2017-06-13,17723607.0
2017-06-14,17767563.0
2017-06-15,17771566.0
2017-06-16,17790536.0
2017-06-17,17792486.0
2017-06-18,17766782.0
2017-06-19,17771806.0
2017-06-20,17856543.0
2017-06-21,17923255.0
2017-06-22,17916415.0
2017-06-23,17914990.0
2017-06-24,17918452.0
2017-06-25,17915921.0
2017-06-26,17918356.0
2017-06-27,17987920.0
2017-06-28,17994249.0
2017-06-29,18020465.0
2017-06-30,18032294.0
2017-07-01,18011636.0
2017-07-02,17982926.0
2017-07-03,17994380.0
2017-07-04,18040562.0
2017-07-05,18063489.0
2017-07-06,18084234.0
2017-07-07,18143976.0
2017-07-08,18136408.0
2017-07-09,18151340.0
2017-07-10,18193080.0
2017-07-11,18216111.0
2017-07-12,18196390.0
2017-07-13,18218381.0
2017-07-14,18245336.0
2017-07-15,18232919.0
2017-07-16,18205746.0
2017-07-17,18188698.0
2017-07-18,18167838.0
2017-07-19,18168306.0
2017-07-20,18181206.0
2017-07-21,18185811.0
2017-07-22,18149280.0
2017-07-23,18127503.0
2017-07-24,18121199.0
2017-07-25,18152584.0
2017-07-26,18141374.0
2017-07-27,18088721.0
2017-07-28,18089938.0
2017-07-29,18040013.0
2017-07-30,18028289.0
2017-07-31,18014718.0
2017-08-01,18005798.0
2017-08-02,17997697.0
2017-08-03,18007306.0
2017-08-04,18011292.0
2017-08-05,18009931.0
2017-08-06,18044670.0
2017-08-07,18084299.0
2017-08-08,18113083.0
2017-08-09,18148739.0
2017-08-10,18176401.0
2017-08-11,18229390.0
2017-08-12,18269356.0
2017-08-13,18277188.0
2017-08-14,18349352.0
2017-08-15,18435460.0
2017-08-16,18502185.0
2017-08-17,18504952.0
2017-08-18,18570220.0
2017-08-19,18590771.0
2017-08-20,18595223.0
2017-08-21,18665427.0
2017-08-22,18738420.0
2017-08-23,18759596.0
2017-08-24,18804780.0
2017-08-25,18901418.0
2017-08-26,18954940.0
2017-08-27,18920990.0
2017-08-28,18966548.0
2017-08-29,18980540.0
2017-08-30,18961291.0
2017-08-31,18972656.0
2017-09-01,19012482.0
2017-09-02,19062850.0
2017-09-03,19069541.0
2017-09-04,19086981.0
2017-09-05,19122896.0
2017-09-06,19148298.0
2017-09-07,19110115.0
2017-09-08,19119229.0
2017-09-09,19121728.0
2017-09-10,19131961.0
2017-09-11,19145409.0
2017-09-12,19183401.0
2017-09-13,19214489.0
2017-09-14,19218276.0
2017-09-15,19264964.0
2017-09-16,19288677.0
2017-09-17,19312350.0
2017-09-18,19337486.0
2017-09-19,19337615.0
2017-09-20,19386642.0
2017-09-21,19414236.0
2017-09-22,19471979.0
2017-09-23,19497075.0
2017-09-24,19505665.0
2017-09-25,19545254.0
2017-09-26,19564031.0
2017-09-27,19619933.0
2017-09-28,19643784.0
2017-09-29,19695139.0
2017-09-30,19720532.0
2017-10-01,19719035.0
2017-10-02,19745782.0
2017-10-03,19774370.0
2017-10-04,19823980.0
2017-10-05,19871889.0
2017-10-06,19894722.0
2017-10-07,19940467.0
2017-10-08,19934852.0
2017-10-09,19949502.0
2017-10-10,19970956.0
2017-10-11,20033586.0
2017-10-12,20080621.0
2017-10-13,20199563.0
2017-10-14,20243531.0
2017-10-15,20235631.0
2017-10-16,20287733.0
2017-10-17,20350340.0
2017-10-18,20441814.0
2017-10-19,20490555.0
2017-10-20,20557908.0
2017-10-21,20609604.0
2017-10-22,20598380.0
2017-10-23,20635752.0
2017-10-24,20684925.0
2017-10-25,20669788.0
2017-10-26,20728127.0
2017-10-27,20846421.0
2017-10-28,20930281.0
2017-10-29,20973031.0
2017-10-30,21054826.0
2017-10-31,21099207.0
2017-11-01,21184682.0
2017-11-02,21282232.0
2017-11-03,21432350.0
2017-11-04,21487412.0
2017-11-05,21484361.0
2017-11-06,21539705.0
2017-11-07,21612106.0
2017-11-08,21677418.0
2017-11-09,21762669.0
2017-11-10,21860349.0
2017-11-11,21944860.0
2017-11-12,22030864.0
2017-11-13,22122313.0
2017-11-14,22182008.0
2017-11-15,22240395.0
2017-11-16,22291974.0
2017-11-17,22281403.0
2017-11-18,22307084.0
2017-11-19,22246077.0
2017-11-20,22282775.0
2017-11-21,22350477.0
2017-11-22,22414656.0
2017-11-23,22497188.0
2017-11-24,22555409.0
2017-11-25,22589006.0
2017-11-26,22658197.0
2017-11-27,22763225.0
2017-11-28,22896069.0
2017-11-29,23048119.0
2017-11-30,23173774.0
2017-12-01,23284372.0
2017-12-02,23310240.0
2017-12-03,23387221.0
2017-12-04,23496808.0
2017-12-05,23638710.0
2017-12-06,23817209.0
2017-12-07,24032688.0
2017-12-08,24245817.0
2017-12-09,24364073.0
2017-12-10,24404218.0
2017-12-11,24549605.0
2017-12-12,24736885.0
2017-12-13,24873294.0
2017-12-14,25122250.0
2017-12-15,25279801.0
2017-12-16,25309915.0
2017-12-17,25401178.0
2017-12-18,25522990.0
2017-12-19,25776797.0
2017-12-20,25998217.0
2017-12-21,26228786.0
2017-12-22,26395672.0
2017-12-23,26493184.0
2017-12-24,26451440.0
2017-12-25,26412467.0
2017-12-26,26400168.0
2017-12-27,26461241.0
2017-12-28,26518496.0
2017-12-29,26616457.0
2017-12-30,26753025.0
2017-12-31,26733876.0
2018-01-01,26644705.0
2018-01-02,26719049.0
2018-01-03,26943625.0
2018-01-04,27224567.0
2018-01-05,27453838.0
2018-01-06,27564202.0
2018-01-07,27738935.0
2018-01-08,27874175.0
2018-01-09,28061009.0
2018-01-10,28201686.0
2018-01-11,28173985.0
2018-01-12,28123530.0
2018-01-13,28120500.0
2018-01-14,28032669.0
2018-01-15,28043148.0
2018-01-16,28081227.0
2018-01-17,28094750.0
2018-01-18,28097854.0
2018-01-19,27922335.0
2018-01-20,27790263.0
2018-01-21,27578956.0
2018-01-22,27453969.0
2018-01-23,27349601.0
2018-01-24,27254125.0
2018-01-25,27196653.0
2018-01-26,27133332.0
2018-01-27,27115006.0
2018-01-28,27080111.0
2018-01-29,27069796.0
2018-01-30,27007096.0
2018-01-31,27021584.0
2018-02-01,27029316.0
2018-02-02,26958535.0
2018-02-03,26889894.0
2018-02-04,26755953.0
2018-02-05,26565007.0
2018-02-06,26429270.0
2018-02-07,26343469.0
2018-02-08,26220833.0
2018-02-09,26148335.0
2018-02-10,26047246.0
2018-02-11,25836568.0
2018-02-12,25611595.0
2018-02-13,25423707.0
2018-02-14,25185164.0
2018-02-15,25095326.0
2018-02-16,24974869.0
2018-02-17,24837793.0
2018-02-18,24699567.0
